"titre";"créateur";"contributeur";"sujet";"description";"editeur";"Date ";"Type ";"format";"identifiant";"Source 1";"Source 2";"langue";"Relation";"couverture";"droits";"url"
"Linaria aeruginea  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_aeruginea_CLF138672";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_aeruginea_CLF138672.jpg"
"Linaria algarviana  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_algarviana_CLF138673";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_algarviana_CLF138673.jpg"
"Linaria alpina  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_alpina_CLF138674";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_alpina_CLF138674.jpg"
"Linaria alpina  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_alpina_CLF138675";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_alpina_CLF138675.jpg"
"Linaria alpina  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_alpina_CLF138676";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_alpina_CLF138676.jpg"
"Linaria alpina  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_alpina_CLF138677";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_alpina_CLF138677.jpg"
"Linaria amesthystea  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_amesthystea_CLF138678";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_amesthystea_CLF138678.jpg"
"Linaria amesthystea  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_amesthystea_CLF138679";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_amesthystea_CLF138679.jpg"
"Linaria angustissima  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_angustissima_CLF138680";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_angustissima_CLF138680.jpg"
"Linaria anticaria  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_anticaria_CLF138681";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_anticaria_CLF138681.jpg"
"Linaria arenaria  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_arenaria_CLF138682";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_arenaria_CLF138682.jpg"
"Linaria bipartita  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_bipartita_CLF138683";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_bipartita_CLF138683.jpg"
"Linaria bipunctata  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_bipunctata_CLF138684";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_bipunctata_CLF138684.jpg"
"Linaria bipunctata  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_bipunctata_CLF138685";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_bipunctata_CLF138685.jpg"
"Linaria bipunctata  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_bipunctata_CLF138686";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_bipunctata_CLF138686.jpg"
"Linaria bipunctata  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_bipunctata_CLF138687";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_bipunctata_CLF138687.jpg"
"Linaria clementei  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_clementei_CLF138688";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_clementei_CLF138688.jpg"
"Linaria dissita  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_dissita_CLF138689";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_dissita_CLF138689.jpg"
"Linaria clementei  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_clementei_CLF138690";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_clementei_CLF138690.jpg"
"Linaria faucicola  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_faucicola_CLF138691";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_faucicola_CLF138691.jpg"
"Linaria flava  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_flava_CLF138692";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_flava_CLF138692.jpg"
"Linaria flava  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_flava_CLF138693";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_flava_CLF138693.jpg"
"Linaria genistifolia  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_genistifolia_CLF138694";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_genistifolia_CLF138694.jpg"
"Linaria glacialis  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_glacialis_CLF138695";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_glacialis_CLF138695.jpg"
"Linaria hirta  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_hirta_CLF138696";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_hirta_CLF138696.jpg"
"Linaria hirta  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_hirta_CLF138697";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_hirta_CLF138697.jpg"
"Linaria hirta  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_hirta_CLF138698";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_hirta_CLF138698.jpg"
"Linaria huteri  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_huteri_CLF138699";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_huteri_CLF138699.jpg"
"Linaria laxiflora  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_laxiflora_CLF138700";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_laxiflora_CLF138700.jpg"
"Linaria maroccana  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_maroccana_CLF138701";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_maroccana_CLF138701.jpg"
"Linaria micrantha  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_micrantha_CLF138702";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_micrantha_CLF138702.jpg"
"Linaria multicaulis  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_multicaulis_CLF138703";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_multicaulis_CLF138703.jpg"
"Linaria multicaulis  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_multicaulis_CLF138704";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_multicaulis_CLF138704.jpg"
"Linaria multicaulis  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_multicaulis_CLF138705";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_multicaulis_CLF138705.jpg"
"Linaria multicaulis  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_multicaulis_CLF138706";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_multicaulis_CLF138706.jpg"
"Linaria multicaulis  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_multicaulis_CLF138707";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_multicaulis_CLF138707.jpg"
"Linaria multicaulis  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_multicaulis_CLF138708";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_multicaulis_CLF138708.jpg"
"Linaria munbyana  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_munbyana_CLF138709";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_munbyana_CLF138709.jpg"
"Linaria oblongifolia  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_oblongifolia_CLF138710";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_oblongifolia_CLF138710.jpg"
"Linaria pelisseriana  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_pelisseriana_CLF138711";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_pelisseriana_CLF138711.jpg"
"Linaria platycalyx  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_platycalyx_CLF138712";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_platycalyx_CLF138712.jpg"
"Linaria platycalyx  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_platycalyx_CLF138713";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_platycalyx_CLF138713.jpg"
"Linaria polygonifolia  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_polygonifolia_CLF138714";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_polygonifolia_CLF138714.jpg"
"Linaria polygonifolia  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_polygonifolia_CLF138715";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_polygonifolia_CLF138715.jpg"
"Linaria purpurea  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_purpurea_CLF138716";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_purpurea_CLF138716.jpg"
"Linaria reflexa  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_reflexa_CLF138717";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_reflexa_CLF138717.jpg"
"Linaria repens  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_repens_CLF138718";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_repens_CLF138718.jpg"
"Linaria repens  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_repens_CLF138719";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_repens_CLF138719.jpg"
"Linaria salzymannii  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_salzymannii_CLF138720";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_salzymannii_CLF138720.jpg"
"Linaria simplex  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_simplex_CLF138721";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_simplex_CLF138721.jpg"
"Linaria simplex  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_simplex_CLF138722";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_simplex_CLF138722.jpg"
"Linaria simplex  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_simplex_CLF138723";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_simplex_CLF138723.jpg"
"Linaria spartea  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_spartea_CLF138724";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_spartea_CLF138724.jpg"
"Linaria spartea  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_spartea_CLF138725";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_spartea_CLF138725.jpg"
"Linaria spartea  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_spartea_CLF138726";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_spartea_CLF138726.jpg"
"Linaria spartea  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_spartea_CLF138727";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_spartea_CLF138727.jpg"
